id,id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,url_user,r_additional41168748,ChdDSUhNMG9nS0VJQ0FnSUM1d3Jla253RRAB,,3 weeks ago,2023-11-04 14:44:33.861454,5.0,jose rodriguez,0,https://www.google.com/maps/contrib/107095353108013450255/reviews?hl=en,"['Service: 5', 'Atmosphere: 5']"
41168748,ChdDSUhNMG9nS0VJQ0FnSUNaNzh6ci1nRRAB,,a month ago,2023-11-04 14:44:33.862721,5.0,Mastermind Contractors,113,https://www.google.com/maps/contrib/107044503913140637892/reviews?hl=en,[]
41168748,ChdDSUhNMG9nS0VJQ0FnSUNacjVQZnRnRRAB,,a month ago,2023-11-04 14:44:33.864328,5.0,BC Project,0,https://www.google.com/maps/contrib/105258452139615610058/reviews?hl=en,"['Service: 5', 'Atmosphere: 5']"
41168748,ChdDSUhNMG9nS0VJQ0FnSURobXM3VTRBRRAB,Another review  my daughter and friends  love this particular  one.,7 months ago,2023-11-04 14:44:33.865310,4.0,gman garcia (renew),433,https://www.google.com/maps/contrib/117932626366586869052/reviews?hl=en,"['Service Dine in', 'Meal type Other', 'Price per person $10–20', 'Food: 4', 'Service: 3', 'Atmosphere: 4', 'Recommended dishes Donuts']"
41168748,ChZDSUhNMG9nS0VJQ0FnSURCdzV1V0hnEAE,,9 months ago,2023-11-04 14:44:33.867200,4.0,Isreal Babatunde,41,https://www.google.com/maps/contrib/111216506711814366843/reviews?hl=en,"['Meal type Breakfast', 'Price per person $1–10', 'Food: 4', 'Service: 4', 'Atmosphere: 4', 'Recommended dishes']"
41168748,ChdDSUhNMG9nS0VJQ0FnSUNCMHBuYzRnRRAB,Can’t get your order right for nothing and the employees are disrespectful and they do not offer condiments.,10 months ago,2023-11-04 14:44:33.867901,1.0,Thomas Armstrong,33,https://www.google.com/maps/contrib/106547322118664202611/reviews?hl=en,[]
41168748,ChdDSUhNMG9nS0VJQ0FnSUQtLWJmQjJ3RRAB,We always buy when we leave early we have a coffee and some donuts for breakfast..❤️,11 months ago,2023-11-04 14:44:33.868546,5.0,Marisol Morales,20,https://www.google.com/maps/contrib/107950182567122011905/reviews?hl=en,[]
41168748,ChZDSUhNMG9nS0VJQ0FnSUMtczRiT1JBEAE,Great,11 months ago,2023-11-04 14:44:33.869743,4.0,Melinda Rodriguez,0,https://www.google.com/maps/contrib/111718982177279584839/reviews?hl=en,"['Service Dine in', 'Meal type Breakfast', 'Price per person $1–10', 'Food: 4', 'Service: 4', 'Atmosphere: 4']"
41168748,ChdDSUhNMG9nS0VJQ0FnSURlZ29IY3hnRRAB,Poor customer service by manager,a year ago,2023-11-04 14:44:33.870468,1.0,Rosangely Santiago,5,https://www.google.com/maps/contrib/104892853334675925873/reviews?hl=en,[]
41168748,ChZDSUhNMG9nS0VJQ0FnSURlN05tZ2NnEAE,,a year ago,2023-11-04 14:44:33.871074,1.0,Nelu Gamart,7,https://www.google.com/maps/contrib/112254979812733309460/reviews?hl=en,[]
41168748,ChdDSUhNMG9nS0VJQ0FnSUNlMDRiVzhBRRAB,Employee was a bit moody but food bussing,a year ago,2023-11-04 14:44:33.871575,4.0,Edwin E,17,https://www.google.com/maps/contrib/118390579208041129264/reviews?hl=en,[]
41168748,ChZDSUhNMG9nS0VJQ0FnSUNPMkpMSEZ3EAE,,a year ago,2023-11-04 14:44:33.872003,4.0,AURA JIMENEZ,23,https://www.google.com/maps/contrib/114937182569166353563/reviews?hl=en,[]
